id,is_collaborative_post,tagged_users,likes_count,Reel_view_count,Reel_duration,commentsCount,Reel_play_count,type,timestamp,is_sponsored
3.06E+18,collaborative_post,tagged_post,2253,,,37,,Image,2023-03-12T14:46:18.000Z,FALSE
3.05E+18,,,2015,10063,73.533,19,25449,Reel,2023-03-05T12:46:57.000Z,FALSE
3.05E+18,,,3168,,,49,,Image,2023-02-28T00:27:48.000Z,FALSE
3.04E+18,,tagged_post,4718,,,46,,Image,2023-02-11T18:00:45.000Z,FALSE
3.03E+18,,,4447,,,23,,Image,2023-01-30T09:55:12.000Z,FALSE
3.01E+18,,,3854,,,40,,Image,2023-01-12T16:20:44.000Z,FALSE
3.04E+18,,,1882,10084,54.3,16,27400,Reel,2023-02-17T12:07:19.000Z,FALSE
3.03E+18,,,4500,,,23,,Image,2023-01-28T07:48:11.000Z,FALSE
3.05E+18,,,2230,9150,60.633,36,23240,Reel,2023-03-04T06:38:15.000Z,FALSE
3.02E+18,,,1950,,,39,,Image,2023-01-24T12:06:35.000Z,FALSE
3.02E+18,,,2571,15078,42.366,39,33455,Reel,2023-01-17T17:58:45.000Z,FALSE
3.04E+18,collaborative_post,tagged_post,2717,26168,55.266,8,170088,Reel,2023-02-17T08:43:34.000Z,FALSE
3.05E+18,,,2752,,,10,,Image,2023-02-27T06:20:04.000Z,FALSE
3.00E+18,,,2380,,,3,,Image,2022-12-18T14:46:19.000Z,FALSE
2.98E+18,,,2600,14128,71.4,17,32934,Reel,2022-11-29T12:31:13.000Z,FALSE
3.00E+18,,,7005,,,71,,Image,2022-12-22T07:33:57.000Z,FALSE
3.00E+18,,,8977,,,79,,Image,2022-12-17T15:29:41.000Z,FALSE
3.05E+18,,,1419,9484,38.766,2,19122,Reel,2023-02-28T12:18:07.000Z,FALSE
2.98E+18,,,530,4171,56.733,19,7871,Reel,2022-12-01T11:03:46.000Z,FALSE
2.98E+18,,,1733,9977,75.333,5,27187,Reel,2022-11-30T11:48:00.000Z,FALSE
2.98E+18,,,1628,8633,81.566,8,18715,Reel,2022-11-28T14:17:17.000Z,FALSE
3.01E+18,,,734,6992,1302.617,2,,Reel,2023-01-10T18:20:10.000Z,FALSE
3.01E+18,,,2635,15545,72.033,22,34578,Reel,2023-01-02T07:28:51.000Z,FALSE
2.99E+18,,,1116,9134,2317.144,6,,Reel,2022-12-11T08:43:57.000Z,FALSE
3.00E+18,,,1872,11334,151.933,22,25298,Reel,2022-12-20T07:38:56.000Z,FALSE
2.99E+18,collaborative_post,tagged_post,21029,126252,30.733,64,252772,Reel,2022-12-09T13:08:27.000Z,FALSE
2.96E+18,,,4148,,,57,,Image,2022-11-04T04:45:37.000Z,FALSE
2.95E+18,,,4035,20295,56,17,48013,Reel,2022-10-21T16:10:29.000Z,FALSE
2.95E+18,,,1261,7908,46.8,10,18576,Reel,2022-10-18T12:47:22.000Z,FALSE
2.96E+18,,,1774,12273,242.633,35,27097,Reel,2022-10-25T18:41:56.000Z,FALSE
2.97E+18,,,2456,,,41,,Image,2022-11-11T18:41:15.000Z,FALSE
2.95E+18,,,1398,,,16,,Image,2022-10-16T10:10:58.000Z,FALSE
2.98E+18,collaborative_post,tagged_post,12211,,,50,,Image,2022-11-22T07:45:17.000Z,FALSE
2.96E+18,collaborative_post,tagged_post,3758,,,25,,Image,2022-10-24T14:35:16.000Z,FALSE
2.96E+18,collaborative_post,tagged_post,33254,171710,40.666,66,336026,Reel,2022-10-27T04:51:15.000Z,FALSE
2.96E+18,,,4028,26944,60.833,20,55833,Reel,2022-10-31T14:01:46.000Z,FALSE
2.95E+18,,,2565,13912,48.166,18,36875,Reel,2022-10-17T11:06:19.000Z,FALSE
2.94E+18,,,1381,,,18,,Image,2022-10-01T11:47:58.000Z,FALSE
2.93E+18,,,5241,,,18,,Image,2022-09-18T14:21:43.000Z,FALSE
2.93E+18,,,2448,21000,6.533,11,33427,Reel,2022-09-24T15:57:21.000Z,FALSE
2.95E+18,collaborative_post,tagged_post,3208,,,66,,Image,2022-10-09T17:27:46.000Z,FALSE
2.94E+18,,,2508,56581,79.033,17,42437,Reel,2022-10-08T16:58:51.000Z,FALSE
2.93E+18,,,5357,,,8,,Image,2022-09-17T10:24:05.000Z,FALSE
2.95E+18,,,4432,,,8,,Image,2022-10-12T13:46:42.000Z,FALSE
2.93E+18,,,2682,67769,31.933,24,53037,Reel,2022-09-24T04:02:28.000Z,FALSE
2.95E+18,,,11385,,,15,,carousel,2022-10-12T15:07:22.000Z,FALSE
2.94E+18,collaborative_post,tagged_post,6045,33073,408.066,141,49729,Reel,2022-10-05T12:09:19.000Z,FALSE
2.95E+18,,,2102,12223,60.266,9,29071,Reel,2022-10-19T06:24:12.000Z,FALSE
2.93E+18,collaborative_post,tagged_post,923,,,7,,Image,2022-09-14T06:05:02.000Z,FALSE
2.93E+18,,,956,26827,39.933,8,26868,Reel,2022-09-16T17:32:42.000Z,FALSE
2.92E+18,,,636,,,12,,Image,2022-09-05T03:13:26.000Z,FALSE
2.92E+18,,,1389,10602,12.833,14,21882,Reel,2022-09-04T12:49:33.000Z,FALSE
2.92E+18,,,11169,346808,44.833,34,1192034,Reel,2022-09-06T10:43:22.000Z,FALSE
2.92E+18,,tagged_post,3537,24651,17.733,31,50263,Reel,2022-09-03T07:10:07.000Z,FALSE
2.92E+18,collaborative_post,tagged_post,3523,41671,75.633,22,88869,Reel,2022-09-09T13:55:54.000Z,FALSE
2.91E+18,,tagged_post,2138,28194,73.666,14,66535,Reel,2022-08-28T10:25:49.000Z,FALSE
2.92E+18,,,1776,,,9,,Image,2022-09-03T03:59:03.000Z,FALSE
2.92E+18,,,824,,,14,,Image,2022-08-31T04:57:26.000Z,FALSE
2.92E+18,,tagged_post,3876,,,18,,carousel,2022-09-03T07:57:08.000Z,FALSE
2.92E+18,,,5160,29702,56.533,44,76688,Reel,2022-09-08T12:17:28.000Z,FALSE
2.91E+18,,,2716,14725,86.733,33,34721,Reel,2022-08-26T17:22:05.000Z,FALSE
2.92E+18,,,2363,14189,70.033,31,32645,Reel,2022-09-02T07:14:57.000Z,FALSE
2.91E+18,,,4425,53335,58.933,27,100524,Reel,2022-08-17T08:18:23.000Z,FALSE
2.91E+18,collaborative_post,tagged_post,2000,9932,41.333,19,22218,Reel,2022-08-17T05:31:28.000Z,FALSE
2.91E+18,collaborative_post,tagged_post,12929,,,88,,Image,2022-08-15T14:17:42.000Z,FALSE
2.91E+18,,,1585,,,27,,Image,2022-08-18T08:15:10.000Z,FALSE
2.91E+18,,,4931,38430,59.6,48,77856,Reel,2022-08-22T09:23:54.000Z,FALSE
2.91E+18,,,4513,,,13,,Image,2022-08-15T10:59:18.000Z,FALSE
2.91E+18,,,930,6847,2567.054,9,,Reel,2022-08-22T12:40:24.000Z,FALSE
2.90E+18,,,4758,,,217,,Image,2022-08-01T19:27:05.000Z,FALSE
2.91E+18,,tagged_post,1253,12982,14.633,15,23788,Reel,2022-08-24T03:54:44.000Z,FALSE
2.90E+18,,tagged_post,2596,14465,32.733,26,32795,Reel,2022-08-03T17:29:35.000Z,FALSE
2.91E+18,,,904,,,17,,Image,2022-08-22T09:41:42.000Z,FALSE
2.91E+18,,,2175,14958,63.633,30,41561,Reel,2022-08-26T10:21:11.000Z,FALSE
2.89E+18,,,3195,30370,29.333,22,75979,Reel,2022-07-29T16:56:20.000Z,FALSE
2.89E+18,,,351,,,1,,Image,2022-07-19T11:39:47.000Z,FALSE
2.88E+18,,,4581,39829,49.833,16,132522,Reel,2022-07-13T06:11:58.000Z,FALSE
2.88E+18,,,3626,25511,50.166,21,69677,Reel,2022-07-11T10:53:47.000Z,FALSE
2.89E+18,,,2255,19162,59.133,9,58096,Reel,2022-07-25T09:58:30.000Z,FALSE
2.89E+18,,,1310,12931,2.866,28,29087,Reel,2022-08-01T04:25:47.000Z,FALSE
2.89E+18,,,585,6747,15,0,12819,Reel,2022-07-29T19:13:47.000Z,FALSE
2.89E+18,,,576,,,7,,Image,2022-07-19T07:28:09.000Z,FALSE
2.89E+18,,,1623,11635,60.133,4,27377,Reel,2022-07-22T13:26:45.000Z,FALSE
2.89E+18,,,2992,22558,49,11,77217,Reel,2022-07-22T07:37:44.000Z,FALSE
2.88E+18,,,825,,,19,,Image,2022-07-15T04:47:37.000Z,FALSE
2.88E+18,,,1605,,,15,,Image,2022-07-10T13:23:22.000Z,FALSE
2.87E+18,collaborative_post,tagged_post,865,,,10,,Image,2022-06-23T11:20:12.000Z,FALSE
2.87E+18,collaborative_post,tagged_post,1251,9004,37.633,2,20935,Reel,2022-07-02T05:05:25.000Z,FALSE
2.87E+18,,tagged_post,13364,279179,5.833,28,397672,Reel,2022-07-03T07:53:14.000Z,FALSE
2.87E+18,,tagged_post,1934,,,5,,Image,2022-06-25T17:31:37.000Z,FALSE
2.87E+18,,tagged_post,634,6345,11.966,1,12724,Reel,2022-07-03T02:26:02.000Z,FALSE
2.87E+18,collaborative_post,tagged_post,2149,16145,43.133,16,,Reel,2022-06-28T10:31:05.000Z,FALSE
2.87E+18,,,1325,11209,33.266,30,,Reel,2022-07-01T05:06:05.000Z,FALSE
2.87E+18,,,3762,,,34,,Image,2022-06-23T12:34:58.000Z,FALSE
2.87E+18,,,5966,,,13,,carousel,2022-07-03T05:28:49.000Z,FALSE
2.87E+18,,,5386,66796,41.166,18,157550,Reel,2022-07-02T13:53:25.000Z,FALSE
2.87E+18,,,1359,,,1,,Image,2022-07-03T02:44:06.000Z,FALSE
2.86E+18,,tagged_post,1050,17824,519.533,2,,Reel,2022-06-11T18:49:08.000Z,FALSE
2.86E+18,,tagged_post,862,8473,40.966,3,,Reel,2022-06-14T10:39:31.000Z,FALSE
2.86E+18,,,879,,,5,,Image,2022-06-17T08:43:38.000Z,FALSE
2.86E+18,,,2408,14631,43.333,19,30962,Reel,2022-06-09T07:50:36.000Z,FALSE
2.87E+18,,,591,,,9,,Image,2022-06-23T07:52:06.000Z,FALSE
2.86E+18,,,3787,,,19,,Image,2022-06-12T09:19:28.000Z,FALSE
2.86E+18,,tagged_post,4888,94668,3.533,18,157488,Reel,2022-06-19T12:54:49.000Z,FALSE
2.86E+18,,tagged_post,1258,,,6,,Image,2022-06-19T13:00:21.000Z,FALSE
2.86E+18,,tagged_post,1919,15633,19.7,26,26966,Reel,2022-06-18T15:55:01.000Z,FALSE
2.86E+18,,,1479,,,6,,Image,2022-06-11T06:37:43.000Z,FALSE
2.86E+18,,,7627,168892,60,29,,Reel,2022-06-17T08:12:25.000Z,FALSE
2.86E+18,,,1677,16186,1.466,8,,Reel,2022-06-12T09:41:33.000Z,FALSE
2.83E+18,collaborative_post,tagged_post,594,7862,35.733,13,19716,Reel,2022-05-06T12:19:43.000Z,FALSE
2.84E+18,,tagged_post,2155,,,2,,Image,2022-05-10T18:00:03.000Z,FALSE
2.87E+18,,tagged_post,2105,20779,41.833,39,76996,Reel,2022-07-01T09:57:46.000Z,FALSE
2.84E+18,,,3198,,,15,,Image,2022-05-14T09:13:00.000Z,FALSE
2.84E+18,,,1080,,,17,,Image,2022-05-22T04:55:36.000Z,FALSE
2.84E+18,,tagged_post,2710,,,34,,Image,2022-05-19T08:29:54.000Z,FALSE
2.86E+18,,,2338,17068,40.266,33,,Reel,2022-06-08T14:29:01.000Z,FALSE
2.84E+18,,tagged_post,1294,,,5,,Image,2022-05-10T14:57:57.000Z,FALSE
2.84E+18,,tagged_post,2035,,,118,,Image,2022-05-19T10:56:08.000Z,FALSE
2.84E+18,,tagged_post,2657,,,5,,Image,2022-05-14T11:55:29.000Z,FALSE
2.84E+18,collaborative_post,tagged_post,23939,119563,48.233,91,243796,Reel,2022-05-19T14:31:13.000Z,FALSE
2.86E+18,collaborative_post,tagged_post,9898,72847,47.633,18,144777,Reel,2022-06-08T15:15:36.000Z,FALSE
2.85E+18,collaborative_post,tagged_post,1979,,,6,,Image,2022-05-25T12:44:35.000Z,FALSE
2.83E+18,,,2449,,,8,,Image,2022-05-03T17:16:41.000Z,FALSE
2.83E+18,,,1993,,,41,,Image,2022-04-30T11:07:01.000Z,FALSE
2.83E+18,,,4183,,,21,,Image,2022-05-05T06:23:54.000Z,FALSE
2.83E+18,collaborative_post,tagged_post,12034,,,53,,Image,2022-04-29T13:07:13.000Z,FALSE
2.82E+18,,tagged_post,4691,,,88,,Image,2022-04-23T10:01:26.000Z,FALSE
2.83E+18,,tagged_post,2178,,,2,,Image,2022-04-28T08:31:34.000Z,FALSE
2.82E+18,,tagged_post,2751,,,23,,Image,2022-04-21T02:07:24.000Z,FALSE
2.83E+18,,,1887,13338,35.966,68,29311,Reel,2022-04-29T04:57:50.000Z,FALSE
2.83E+18,collaborative_post,tagged_post,4857,,,27,,Image,2022-05-03T18:51:06.000Z,FALSE
2.82E+18,,,1508,,,11,,Image,2022-04-14T16:39:17.000Z,FALSE
2.82E+18,,,6501,,,113,,Image,2022-04-19T09:40:37.000Z,FALSE
2.81E+18,,tagged_post,7630,,,44,,Image,2022-04-01T15:47:23.000Z,FALSE
2.82E+18,,,4429,,,16,,Image,2022-04-14T13:35:27.000Z,FALSE
2.81E+18,,,4909,,,104,,Image,2022-04-11T05:08:30.000Z,FALSE
2.83E+18,,,4698,,,33,,Image,2022-05-04T12:30:23.000Z,FALSE
2.82E+18,,,999,25626,52.033,17,,Reel,2022-04-14T08:02:29.000Z,FALSE
2.81E+18,,,3264,,,14,,Image,2022-03-31T09:46:58.000Z,FALSE
2.82E+18,,tagged_post,2669,,,8,,Image,2022-04-20T17:27:53.000Z,FALSE
2.82E+18,,,2604,,,62,,Image,2022-04-14T10:39:51.000Z,FALSE
2.82E+18,,tagged_post,1424,12541,47.333,6,27836,Reel,2022-04-15T12:30:27.000Z,FALSE
2.82E+18,,,4920,,,51,,Image,2022-04-19T09:32:19.000Z,FALSE
2.81E+18,,,4462,,,27,,Image,2022-04-05T17:38:35.000Z,FALSE
2.80E+18,,,8719,,,91,,carousel,2022-03-29T03:14:17.000Z,FALSE
2.81E+18,,,7882,,,67,,carousel,2022-03-31T08:52:57.000Z,FALSE
2.80E+18,,,3933,,,93,,Image,2022-03-17T02:51:37.000Z,FALSE
2.79E+18,,,2294,14066,59.833,52,33664,Reel,2022-03-12T04:46:18.000Z,FALSE
2.80E+18,,,3133,,,13,,Image,2022-03-27T18:39:08.000Z,FALSE
2.79E+18,,,3942,,,47,,Image,2022-03-16T04:52:01.000Z,FALSE
2.80E+18,,,2006,18545,57.166,46,,Reel,2022-03-17T07:51:16.000Z,FALSE
2.79E+18,,,13580,,,909,,Image,2022-03-06T07:32:06.000Z,FALSE
2.79E+18,,,1492,12103,59.166,6,30285,Reel,2022-03-13T12:55:11.000Z,FALSE
2.80E+18,,tagged_post,9449,,,137,,carousel,2022-03-26T05:58:22.000Z,FALSE
2.80E+18,,,11764,,,224,,Image,2022-03-23T02:05:27.000Z,FALSE
2.80E+18,,,5422,,,20,,Image,2022-03-24T07:27:40.000Z,FALSE
2.83E+18,collaborative_post,tagged_post,1762,,,2,,Image,2022-04-29T18:06:16.000Z,FALSE
2.83E+18,,tagged_post,1279,,,5,,Image,2022-04-28T08:22:00.000Z,FALSE
2.77E+18,,,1836,12724,54.266,31,28233,Reel,2022-02-12T05:51:58.000Z,FALSE
2.77E+18,,,2255,12725,37.066,19,29449,Reel,2022-02-03T13:13:43.000Z,FALSE
2.74E+18,,,5643,,,43,,Image,2021-12-26T07:38:37.000Z,FALSE
2.78E+18,,,2344,16534,30.566,31,42475,Reel,2022-02-22T05:29:22.000Z,FALSE
2.77E+18,,,967,6194,48.033,7,16303,Reel,2022-02-10T05:13:11.000Z,FALSE
2.75E+18,,,1115,,,9,,Image,2022-01-10T14:08:12.000Z,FALSE
2.74E+18,,,6812,,,37,,Image,2021-12-26T12:22:02.000Z,FALSE
2.77E+18,,,917,5717,37.266,13,,Reel,2022-02-11T03:57:33.000Z,FALSE
2.73E+18,,,2089,64504,28.866,17,,Reel,2021-12-11T08:42:15.000Z,FALSE
2.78E+18,,,8140,,,621,,Image,2022-02-28T17:52:59.000Z,FALSE
2.74E+18,,,3625,,,11,,Image,2021-12-28T12:59:51.000Z,FALSE
2.74E+18,,,2457,12235,59.933,86,29012,Reel,2022-01-02T07:37:48.000Z,FALSE
2.67E+18,,,1590,26557,58.966,28,,Reel,2021-09-23T04:15:49.000Z,FALSE
2.66E+18,,,1774,8663,35.933,24,19726,Reel,2021-09-06T10:45:16.000Z,FALSE
2.70E+18,,,3034,,,17,,Image,2021-11-08T14:58:32.000Z,FALSE
2.67E+18,,,4211,90848,36.266,34,,Reel,2021-09-30T10:05:54.000Z,FALSE
2.67E+18,,,615,5387,2668.061,5,,Reel,2021-09-25T14:49:39.000Z,FALSE
2.67E+18,,,477,,,2,,Image,2021-09-23T15:46:37.000Z,FALSE
2.71E+18,,,1056,,,30,,Image,2021-11-14T13:55:24.000Z,FALSE
2.64E+18,,,1988,,,36,,Image,2021-08-15T17:52:42.000Z,FALSE
2.67E+18,,,1569,,,12,,Image,2021-09-29T08:48:21.000Z,FALSE
2.66E+18,,,1533,9326,51.033,17,24458,Reel,2021-09-13T10:27:53.000Z,FALSE
2.68E+18,,,1198,6298,51.266,57,15922,Reel,2021-10-14T07:58:44.000Z,FALSE
2.70E+18,,,1029,5258,59.266,29,12413,Reel,2021-11-02T07:59:23.000Z,FALSE
2.64E+18,,,2477,11940,49.933,32,25656,Reel,2021-08-12T09:20:47.000Z,FALSE
2.61E+18,,,6027,133653,33.566,25,,Reel,2021-06-28T16:38:27.000Z,FALSE
2.57E+18,,,2698,14633,18,165,,Reel,2021-05-16T05:25:40.000Z,FALSE
2.60E+18,,,1730,,,24,,Image,2021-06-22T10:52:33.000Z,FALSE
2.60E+18,,,3718,,,67,,Image,2021-06-19T15:47:56.000Z,FALSE
2.57E+18,,,3348,,,29,,Image,2021-05-05T06:22:27.000Z,FALSE
2.63E+18,,,2333,13628,38.4,35,27410,Reel,2021-08-05T09:23:12.000Z,FALSE
2.62E+18,,,2450,11375,18.733,17,,Reel,2021-07-23T11:47:24.000Z,FALSE
2.62E+18,,,8914,180872,44.033,40,,Reel,2021-07-21T09:32:47.000Z,FALSE
2.60E+18,,,2871,,,106,,Image,2021-06-20T06:35:21.000Z,FALSE
2.59E+18,,,3770,17824,56.933,57,,Reel,2021-06-03T06:50:24.000Z,FALSE
2.62E+18,,,3036,,,34,,Image,2021-07-22T16:50:11.000Z,FALSE
2.53E+18,,,2817,14770,96.566,203,,Reel,2021-03-11T15:14:48.000Z,FALSE
2.47E+18,,,1289,,,206,,Image,2020-12-28T06:12:53.000Z,FALSE
2.50E+18,,,3210,14515,43.833,93,,Reel,2021-01-29T16:42:25.000Z,FALSE
2.52E+18,,,1030,7920,1357.471,6,,Reel,2021-03-02T15:43:24.000Z,FALSE
2.51E+18,,,2821,,,83,,Image,2021-02-15T13:10:26.000Z,FALSE
2.51E+18,,,1245,9033,4166.202,13,,Reel,2021-02-11T16:28:07.000Z,FALSE
2.47E+18,,,1093,,,340,,Image,2020-12-27T08:18:03.000Z,FALSE
2.47E+18,,,1059,,,146,,Image,2020-12-29T08:45:36.000Z,FALSE
2.48E+18,,,1215,,,11,,Image,2021-01-05T10:00:57.000Z,FALSE
2.48E+18,,,1498,10377,3918.349,21,,Reel,2021-01-03T10:10:04.000Z,FALSE
2.52E+18,,,1637,9342,14.8,24,,Reel,2021-03-02T09:04:02.000Z,FALSE
2.57E+18,,,4388,,,22,,carousel,2021-05-04T10:06:04.000Z,FALSE
2.47E+18,,,2171,,,981,,Image,2020-12-21T03:06:30.000Z,FALSE
2.47E+18,,,1526,,,641,,Image,2020-12-22T03:40:15.000Z,FALSE
2.47E+18,,,1290,,,583,,Image,2020-12-23T02:33:12.000Z,FALSE
2.45E+18,,,2076,12010,58.933,94,,Reel,2020-11-27T14:22:53.000Z,FALSE
2.45E+18,,,1769,,,8,,Image,2020-12-01T14:15:06.000Z,FALSE
2.47E+18,,,1156,7353,39.2,11,,Reel,2020-12-18T07:24:17.000Z,FALSE
2.45E+18,,,2952,15111,116.766,35,,Reel,2020-11-20T12:21:10.000Z,FALSE
2.47E+18,,,1403,8974,38.866,547,,Reel,2020-12-25T05:26:11.000Z,FALSE
2.46E+18,,,3989,,,18,,Image,2020-12-07T16:28:39.000Z,FALSE
2.47E+18,,,4050,61274,53.766,338,,Reel,2020-12-20T14:17:35.000Z,FALSE
2.47E+18,,,1395,,,545,,Image,2020-12-26T05:01:04.000Z,FALSE
2.47E+18,,,1205,,,298,,Image,2020-12-24T02:25:58.000Z,FALSE
2.43E+18,,,2509,,,61,,Image,2020-11-01T12:47:34.000Z,FALSE
2.40E+18,,,5824,,,106,,Image,2020-09-12T04:42:06.000Z,FALSE
2.45E+18,,,8094,,,132,,Image,2020-11-19T08:54:00.000Z,FALSE
2.44E+18,,,1829,14303,118.166,99,,Reel,2020-11-17T11:53:19.000Z,FALSE
2.43E+18,,,1272,9952,5054.557,13,,Reel,2020-10-31T16:52:32.000Z,FALSE
2.43E+18,,,3619,56995,45.533,46,,Reel,2020-11-02T12:00:14.000Z,FALSE
2.41E+18,,,1663,,,13,,Image,2020-10-03T12:53:07.000Z,FALSE
2.43E+18,,,3249,,,18,,Image,2020-10-30T13:05:34.000Z,FALSE
2.41E+18,,,1479,,,27,,Image,2020-10-06T10:03:59.000Z,FALSE
2.39E+18,,,2592,19701,737.6,118,,Reel,2020-09-08T05:24:44.000Z,FALSE
2.44E+18,,,2006,8511,33.506,85,,Reel,2020-11-14T11:21:54.000Z,FALSE
2.39E+18,,,2178,,,34,,Image,2020-09-05T18:37:13.000Z,FALSE
2.34E+18,,,2276,,,61,,Image,2020-06-30T15:30:47.000Z,FALSE
2.34E+18,,,4349,,,49,,Image,2020-06-26T16:11:15.000Z,FALSE
2.34E+18,,,2055,16029,531.366,41,,Reel,2020-06-29T10:18:30.000Z,FALSE
2.38E+18,,,1208,12973,2730.333,20,,Reel,2020-08-16T16:37:17.000Z,FALSE
2.36E+18,,,1704,14230,34.033,278,,Reel,2020-07-28T09:37:26.000Z,FALSE
2.37E+18,,,2619,,,34,,Image,2020-08-07T15:21:49.000Z,FALSE
2.38E+18,,,3116,,,41,,Image,2020-08-22T09:12:35.000Z,FALSE
2.37E+18,,,2588,15877,6.366,87,,Reel,2020-08-02T04:47:58.000Z,FALSE
2.35E+18,,,2010,10683,47.566,31,,Reel,2020-07-04T13:09:45.000Z,FALSE
2.34E+18,,,2175,,,31,,Image,2020-07-03T03:17:14.000Z,FALSE
2.36E+18,,,2758,56768,30.333,21,,Reel,2020-07-19T07:07:24.000Z,FALSE
2.34E+18,,,3528,84761,44,22,,Reel,2020-06-24T15:04:18.000Z,FALSE
2.30E+18,,,1584,9343,39,21,,Reel,2020-04-25T10:26:11.000Z,FALSE
2.32E+18,,,1949,,,23,,Image,2020-05-25T10:24:22.000Z,FALSE
2.31E+18,,,3856,,,18,,Image,2020-05-18T06:04:03.000Z,FALSE
2.31E+18,,,900,7549,3542.09,12,,Reel,2020-05-16T13:34:03.000Z,FALSE
2.32E+18,,,560,6744,1995.83,6,,Reel,2020-05-24T08:28:36.000Z,FALSE
2.32E+18,,,852,8401,559.933,32,,Reel,2020-05-31T09:00:27.000Z,FALSE
2.28E+18,,,1109,8967,26.966,22,,Reel,2020-04-10T09:36:17.000Z,FALSE
2.32E+18,,,935,9772,1982.321,7,,Reel,2020-05-28T06:22:49.000Z,FALSE
2.30E+18,,,2379,105417,34.733,45,,Reel,2020-05-01T12:20:37.000Z,FALSE
2.31E+18,,,2709,13825,17.333,41,,Reel,2020-05-17T04:51:30.000Z,FALSE
2.27E+18,,,1954,,,25,,Image,2020-03-18T03:29:23.000Z,FALSE
2.25E+18,,,1184,6791,138.233,42,,Reel,2020-02-24T10:43:37.000Z,FALSE
2.28E+18,,,863,,,9,,Image,2020-04-02T11:49:18.000Z,FALSE
2.28E+18,,,5285,245393,42.666,91,,Reel,2020-04-03T09:07:32.000Z,FALSE
2.28E+18,,,1355,7848,44.166,33,,Reel,2020-03-31T15:02:19.000Z,FALSE
2.28E+18,,,1379,,,16,,Image,2020-03-31T02:07:56.000Z,FALSE
2.28E+18,,,1317,9915,206.666,180,,Reel,2020-04-09T16:22:20.000Z,FALSE
2.26E+18,,,943,5714,375.16,29,,Reel,2020-03-05T14:22:36.000Z,FALSE
2.25E+18,,,2479,,,15,,Image,2020-02-21T11:59:10.000Z,FALSE
2.26E+18,,,907,7031,201.066,40,,Reel,2020-03-07T09:20:24.000Z,FALSE
2.26E+18,,,647,4418,58.1,20,,Reel,2020-03-01T17:25:24.000Z,FALSE
2.26E+18,,,882,6739,133.9,14,,Reel,2020-03-03T10:07:25.000Z,FALSE
2.24E+18,,,1238,13536,34.633,59,,Reel,2020-02-03T09:54:51.000Z,FALSE
2.24E+18,,,759,6059,53.533,47,,Reel,2020-02-12T15:44:32.000Z,FALSE
2.21E+18,,,3525,,,32,,Image,2020-01-05T14:18:01.000Z,FALSE
2.21E+18,,,1253,,,5,,Image,2019-12-31T08:54:41.000Z,FALSE
2.22E+18,,,2401,,,20,,Image,2020-01-12T12:44:17.000Z,FALSE
2.25E+18,,,2327,,,30,,Image,2020-02-19T05:13:04.000Z,FALSE
2.21E+18,,,1114,,,8,,Image,2019-12-31T00:45:02.000Z,FALSE
2.21E+18,,,865,,,1,,Image,2019-12-31T01:17:54.000Z,FALSE
2.21E+18,,,1376,,,8,,Image,2019-12-31T09:04:55.000Z,FALSE
2.21E+18,,,1117,,,5,,Image,2019-12-31T08:48:17.000Z,FALSE
2.23E+18,,,1313,,,1,,Image,2020-01-23T06:01:04.000Z,FALSE
2.22E+18,,,3608,,,17,,Image,2020-01-15T08:23:15.000Z,FALSE
2.32E+18,,,1916,,,12,,Image,2020-05-27T16:18:32.000Z,FALSE
2.21E+18,,,3119,,,19,,Image,2019-12-28T07:39:06.000Z,FALSE
2.19E+18,,,1553,,,6,,carousel,2019-12-09T04:15:15.000Z,FALSE
2.21E+18,,,1685,,,9,,Image,2019-12-29T04:08:53.000Z,FALSE
2.21E+18,,,1308,,,5,,Image,2019-12-30T03:36:16.000Z,FALSE
2.21E+18,,,1916,,,18,,Image,2019-12-29T12:07:08.000Z,FALSE
2.21E+18,,,3115,,,18,,Image,2019-12-29T02:27:02.000Z,FALSE
2.21E+18,,,2793,,,20,,Image,2019-12-31T00:35:06.000Z,FALSE
2.21E+18,,,2048,,,12,,Image,2019-12-28T07:32:58.000Z,FALSE
2.20E+18,,,5198,,,34,,Image,2019-12-15T19:24:18.000Z,FALSE
2.21E+18,,,1155,,,8,,Image,2019-12-30T08:44:06.000Z,FALSE
2.21E+18,,,2372,,,21,,Image,2019-12-29T12:50:55.000Z,FALSE
2.31E+18,,,1314,11600,264.466,61,,Reel,2020-05-18T12:59:05.000Z,FALSE
2.18E+18,,,1171,0,118.6,14,,Reel,2019-11-14T13:38:22.000Z,FALSE
2.21E+18,,,1085,,,3,,Image,2019-12-29T11:08:59.000Z,FALSE
2.19E+18,,,2303,,,28,,Image,2019-12-07T06:40:13.000Z,FALSE
2.19E+18,,,2102,,,5,,Image,2019-12-09T00:56:53.000Z,FALSE
2.19E+18,,,1349,,,6,,carousel,2019-12-09T01:00:54.000Z,FALSE
2.19E+18,,,3609,,,31,,Image,2019-12-09T00:52:29.000Z,FALSE
2.17E+18,,tagged_post,2127,,,3,,Image,2019-11-07T12:06:48.000Z,FALSE
2.19E+18,,,2178,,,30,,Image,2019-12-08T13:14:33.000Z,FALSE
2.19E+18,,,1609,,,7,,Image,2019-12-09T00:54:34.000Z,FALSE
2.19E+18,,,1279,,,8,,Image,2019-12-01T07:58:05.000Z,FALSE
